,GEO_ID,NAME,H016H001,H016H002,H016H003,H016H004,H016H005,H016H006,H016H007,H016H008,H016H009,H016H010,H016H011,H016H012,H016H013,H016H014,H016H015,H016H016,H016H017
0,id,Geographic Area Name,Total,Total!!Owner occupied,Total!!Owner occupied!!1-person household,Total!!Owner occupied!!2-person household,Total!!Owner occupied!!3-person household,Total!!Owner occupied!!4-person household,Total!!Owner occupied!!5-person household,Total!!Owner occupied!!6-person household,Total!!Owner occupied!!7-or-more-person household,Total!!Renter occupied,Total!!Renter occupied!!1-person household,Total!!Renter occupied!!2-person household,Total!!Renter occupied!!3-person household,Total!!Renter occupied!!4-person household,Total!!Renter occupied!!5-person household,Total!!Renter occupied!!6-person household,Total!!Renter occupied!!7-or-more-person household
199,8710000US3610920,"ZCTA5 10920, New York",237,156,8,31,30,44,26,10,7,81,13,12,17,17,10,5,7
200,8710000US3610921,"ZCTA5 10921, New York",134,103,5,17,23,32,16,7,3,31,8,4,7,5,3,2,2
201,8710000US3610922,"ZCTA5 10922, New York",44,30,1,9,9,6,3,1,1,14,3,3,3,5,0,0,0
202,8710000US3610923,"ZCTA5 10923, New York",705,323,19,52,67,78,50,19,38,382,44,80,81,86,50,17,24
203,8710000US3610924,"ZCTA5 10924, New York",411,207,15,46,46,54,33,7,6,204,54,33,30,22,36,13,16
204,8710000US3610925,"ZCTA5 10925, New York",162,120,19,32,26,24,13,6,0,42,13,9,6,9,3,2,0
205,8710000US3610926,"ZCTA5 10926, New York",163,98,19,21,14,29,6,5,4,65,14,16,17,10,6,1,1
206,8710000US3610927,"ZCTA5 10927, New York",1905,529,37,74,78,102,81,59,98,1376,164,202,265,269,211,121,144
207,8710000US3610928,"ZCTA5 10928, New York",231,77,5,17,17,17,12,5,4,154,32,32,32,33,15,8,2
208,8710000US3610930,"ZCTA5 10930, New York",293,233,14,43,58,68,33,7,10,60,8,13,10,7,6,5,11
209,8710000US3610931,"ZCTA5 10931, New York",47,12,1,3,2,4,2,0,0,35,1,10,5,7,5,2,5
210,8710000US3610932,"ZCTA5 10932, New York",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,8710000US3610933,"ZCTA5 10933, New York",10,9,0,2,4,1,2,0,0,1,0,0,0,1,0,0,0
212,8710000US3610940,"ZCTA5 10940, New York",3943,1564,145,300,299,370,228,124,98,2379,398,435,411,445,320,165,205
213,8710000US3610941,"ZCTA5 10941, New York",806,475,27,90,94,130,78,29,27,331,59,87,95,60,20,2,8
214,8710000US3610950,"ZCTA5 10950, New York",1105,793,57,136,159,238,126,40,37,312,34,46,52,57,36,35,52
215,8710000US3610952,"ZCTA5 10952, New York",337,166,19,33,33,30,20,15,16,171,21,32,21,27,21,19,30
216,8710000US3610953,"ZCTA5 10953, New York",5,4,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0
217,8710000US3610954,"ZCTA5 10954, New York",743,454,50,118,77,90,50,32,37,289,56,46,46,58,34,22,27
218,8710000US3610956,"ZCTA5 10956, New York",679,513,31,98,99,166,78,24,17,166,21,28,35,35,13,20,14
219,8710000US3610958,"ZCTA5 10958, New York",84,58,4,11,8,15,15,4,1,26,3,2,3,9,3,4,2
220,8710000US3610960,"ZCTA5 10960, New York",547,138,19,44,28,18,15,7,7,409,107,92,67,51,37,31,24
221,8710000US3610962,"ZCTA5 10962, New York",165,130,52,15,23,17,7,6,10,35,13,6,3,2,4,3,4
222,8710000US3610963,"ZCTA5 10963, New York",82,69,3,13,16,17,15,5,0,13,1,5,4,0,2,1,0
223,8710000US3610964,"ZCTA5 10964, New York",13,11,0,4,0,1,1,1,4,2,0,1,0,1,0,0,0
224,8710000US3610965,"ZCTA5 10965, New York",272,107,8,29,21,24,12,8,5,165,36,35,23,21,27,11,12
225,8710000US3610968,"ZCTA5 10968, New York",77,30,8,6,5,7,1,1,2,47,12,11,9,3,5,0,7
226,8710000US3610969,"ZCTA5 10969, New York",39,13,1,1,5,1,3,1,1,26,12,4,3,3,1,2,1
227,8710000US3610970,"ZCTA5 10970, New York",520,357,47,87,74,75,39,24,11,163,18,45,36,39,14,6,5
228,8710000US3610973,"ZCTA5 10973, New York",50,40,1,11,8,8,6,4,2,10,2,0,3,2,1,1,1
229,8710000US3610974,"ZCTA5 10974, New York",102,56,6,12,11,15,7,3,2,46,6,8,7,8,7,4,6
230,8710000US3610975,"ZCTA5 10975, New York",14,7,5,1,0,1,0,0,0,7,4,2,0,1,0,0,0
231,8710000US3610976,"ZCTA5 10976, New York",52,21,1,4,4,5,5,0,2,31,9,7,4,4,1,2,4
232,8710000US3610977,"ZCTA5 10977, New York",2609,675,49,120,119,143,84,42,118,1934,125,197,306,346,284,217,459
233,8710000US3610979,"ZCTA5 10979, New York",6,5,1,1,2,1,0,0,0,1,0,0,0,1,0,0,0
234,8710000US3610980,"ZCTA5 10980, New York",438,317,17,60,75,77,49,26,13,121,28,19,24,20,17,5,8
235,8710000US3610983,"ZCTA5 10983, New York",133,108,17,19,21,28,11,7,5,25,1,3,5,4,5,1,6
236,8710000US3610984,"ZCTA5 10984, New York",129,106,2,21,19,27,19,8,10,23,4,5,5,5,4,0,0
237,8710000US3610985,"ZCTA5 10985, New York",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
238,8710000US3610986,"ZCTA5 10986, New York",37,22,0,8,3,5,4,1,1,15,3,3,4,5,0,0,0
239,8710000US3610987,"ZCTA5 10987, New York",62,36,4,7,8,7,5,4,1,26,5,7,3,6,3,2,0
240,8710000US3610988,"ZCTA5 10988, New York",16,11,1,0,3,5,2,0,0,5,1,0,4,0,0,0,0
241,8710000US3610989,"ZCTA5 10989, New York",271,189,26,44,36,42,32,4,5,82,26,13,8,14,13,6,2
242,8710000US3610990,"ZCTA5 10990, New York",449,305,26,59,71,78,47,12,12,144,34,28,26,18,21,7,10
243,8710000US3610992,"ZCTA5 10992, New York",402,343,23,55,82,104,53,16,10,59,22,11,10,10,5,1,0
244,8710000US3610993,"ZCTA5 10993, New York",520,283,11,34,47,80,59,18,34,237,57,50,45,30,27,15,13
245,8710000US3610994,"ZCTA5 10994, New York",129,97,7,26,22,18,17,5,2,32,6,2,2,9,7,3,3
246,8710000US3610996,"ZCTA5 10996, New York",46,0,0,0,0,0,0,0,0,46,0,6,8,14,15,2,1
247,8710000US3610998,"ZCTA5 10998, New York",66,53,6,7,8,11,15,4,2,13,2,2,4,2,2,0,1
248,8710000US3611001,"ZCTA5 11001, New York",805,542,43,89,126,140,82,34,28,263,57,55,69,41,19,13,9
249,8710000US3611003,"ZCTA5 11003, New York",2234,1247,69,170,225,269,220,130,164,987,212,313,150,139,87,42,44
250,8710000US3611004,"ZCTA5 11004, New York",452,313,47,93,67,64,26,7,9,139,37,46,20,28,5,1,2
251,8710000US3611005,"ZCTA5 11005, New York",10,9,6,3,0,0,0,0,0,1,1,0,0,0,0,0,0
252,8710000US3611010,"ZCTA5 11010, New York",666,503,24,84,103,132,82,38,40,163,29,29,38,30,13,16,8
253,8710000US3611020,"ZCTA5 11020, New York",99,52,3,11,8,11,6,4,9,47,3,7,6,10,8,4,9
254,8710000US3611021,"ZCTA5 11021, New York",410,154,56,40,28,26,3,1,0,256,55,61,63,38,20,8,11
255,8710000US3611023,"ZCTA5 11023, New York",118,43,10,13,8,5,3,1,3,75,19,16,11,9,10,5,5
256,8710000US3611024,"ZCTA5 11024, New York",137,21,2,11,2,2,2,1,1,116,14,9,16,27,14,9,27
257,8710000US3611030,"ZCTA5 11030, New York",204,145,19,36,31,33,16,8,2,59,27,12,9,3,2,4,2
258,8710000US3611040,"ZCTA5 11040, New York",885,657,53,105,129,191,102,36,41,228,21,51,38,55,30,14,19
259,8710000US3611042,"ZCTA5 11042, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,8710000US3611050,"ZCTA5 11050, New York",1103,270,22,52,55,60,42,14,25,833,65,139,158,211,119,73,68
261,8710000US3611096,"ZCTA5 11096, New York",839,257,12,16,39,53,55,24,58,582,53,85,97,127,98,45,77
262,8710000US3611101,"ZCTA5 11101, New York",2940,211,42,63,46,26,14,15,5,2729,662,727,476,416,236,104,108
263,8710000US3611102,"ZCTA5 11102, New York",3302,254,66,75,48,26,17,10,12,3048,658,774,527,475,280,174,160
264,8710000US3611103,"ZCTA5 11103, New York",3242,192,29,49,40,32,21,9,12,3050,698,896,516,448,241,122,129
265,8710000US3611104,"ZCTA5 11104, New York",2850,273,81,90,35,31,24,7,5,2577,632,700,501,363,214,90,77
266,8710000US3611105,"ZCTA5 11105, New York",2588,333,63,97,72,52,25,8,16,2255,578,723,403,300,162,52,37
267,8710000US3611106,"ZCTA5 11106, New York",4036,381,81,114,65,61,30,21,9,3655,1026,1071,583,458,245,123,149
268,8710000US3611109,"ZCTA5 11109, New York",153,35,17,11,2,4,1,0,0,118,45,52,14,7,0,0,0
269,8710000US3611201,"ZCTA5 11201, New York",2344,540,192,189,76,53,22,4,4,1804,657,547,280,154,92,39,35
270,8710000US3611203,"ZCTA5 11203, New York",1487,462,85,138,89,77,37,13,23,1025,302,241,197,139,90,37,19
271,8710000US3611204,"ZCTA5 11204, New York",2440,170,26,42,40,33,14,7,8,2270,444,545,410,400,245,107,119
272,8710000US3611205,"ZCTA5 11205, New York",2801,321,89,100,44,41,24,8,15,2480,692,626,397,296,256,94,119
273,8710000US3611206,"ZCTA5 11206, New York",11940,892,147,230,176,158,93,48,40,11048,2833,2678,2012,1575,991,487,472
274,8710000US3611207,"ZCTA5 11207, New York",9777,1881,267,386,333,329,267,139,160,7896,1578,1670,1596,1380,867,439,366
275,8710000US3611208,"ZCTA5 11208, New York",11691,2568,246,437,498,501,408,205,273,9123,1581,1782,1833,1773,1112,555,487
276,8710000US3611209,"ZCTA5 11209, New York",3717,505,152,161,70,65,32,18,7,3212,1044,832,537,368,211,101,119
277,8710000US3611210,"ZCTA5 11210, New York",1633,400,74,101,81,58,43,28,15,1233,320,286,214,175,127,60,51
278,8710000US3611211,"ZCTA5 11211, New York",8661,760,177,227,145,108,60,30,13,7901,2311,2138,1381,978,581,254,258
279,8710000US3611212,"ZCTA5 11212, New York",4550,376,79,94,82,63,35,12,11,4174,986,958,847,645,406,201,131
280,8710000US3611213,"ZCTA5 11213, New York",2241,171,41,46,33,25,13,6,7,2070,577,454,393,292,187,88,79
281,8710000US3611214,"ZCTA5 11214, New York",3292,295,56,78,49,54,29,10,19,2997,519,598,562,504,381,189,244
282,8710000US3611215,"ZCTA5 11215, New York",3995,937,189,293,194,157,62,29,13,3058,867,917,480,378,219,108,89
283,8710000US3611216,"ZCTA5 11216, New York",2261,228,47,48,46,45,25,11,6,2033,714,547,323,230,122,41,56
284,8710000US3611217,"ZCTA5 11217, New York",2742,433,108,146,93,63,12,7,4,2309,775,649,389,238,130,71,57
285,8710000US3611218,"ZCTA5 11218, New York",4308,735,170,208,122,102,55,43,35,3573,695,703,581,533,467,255,339
286,8710000US3611219,"ZCTA5 11219, New York",3095,174,38,40,34,24,20,6,12,2921,521,592,519,472,364,228,225
287,8710000US3611220,"ZCTA5 11220, New York",11255,1629,262,440,268,273,167,98,121,9626,1721,1782,1592,1608,1239,682,1002
288,8710000US3611221,"ZCTA5 11221, New York",9524,1427,176,296,269,251,200,111,124,8097,2039,1624,1441,1295,821,435,442
289,8710000US3611222,"ZCTA5 11222, New York",2088,251,53,85,43,41,14,8,7,1837,489,572,318,223,133,58,44
290,8710000US3611223,"ZCTA5 11223, New York",2965,261,43,57,41,42,37,20,21,2704,489,599,479,456,322,171,188
291,8710000US3611224,"ZCTA5 11224, New York",2691,268,50,68,54,46,28,14,8,2423,606,547,422,327,223,132,166
292,8710000US3611225,"ZCTA5 11225, New York",2260,183,56,46,31,22,9,6,13,2077,638,540,381,263,133,66,56
293,8710000US3611226,"ZCTA5 11226, New York",5291,301,65,81,54,45,27,12,17,4990,1017,1065,918,770,557,290,373
294,8710000US3611228,"ZCTA5 11228, New York",1352,224,32,46,50,47,26,16,7,1128,250,276,199,193,109,50,51
295,8710000US3611229,"ZCTA5 11229, New York",2053,408,78,120,70,73,33,18,16,1645,371,425,325,256,130,61,77
296,8710000US3611230,"ZCTA5 11230, New York",2566,277,64,81,52,28,23,13,16,2289,474,497,394,364,249,143,168
297,8710000US3611231,"ZCTA5 11231, New York",2871,338,80,104,58,58,24,7,7,2533,916,705,425,257,144,47,39
298,8710000US3611232,"ZCTA5 11232, New York",4189,645,106,166,104,110,86,39,34,3544,541,674,620,620,466,294,329
299,8710000US3611233,"ZCTA5 11233, New York",3223,367,57,105,67,61,37,14,26,2856,731,692,558,427,222,127,99
300,8710000US3611234,"ZCTA5 11234, New York",2330,1204,166,277,246,268,150,56,41,1126,277,282,223,172,97,42,33
301,8710000US3611235,"ZCTA5 11235, New York",2250,415,109,109,71,58,30,20,18,1835,387,372,295,260,248,120,153
302,8710000US3611236,"ZCTA5 11236, New York",2397,768,133,191,163,126,77,48,30,1629,355,427,362,252,129,57,47
303,8710000US3611237,"ZCTA5 11237, New York",10239,740,94,147,132,138,98,53,78,9499,1522,1861,1769,1755,1211,614,767
304,8710000US3611238,"ZCTA5 11238, New York",2230,405,128,117,74,63,12,7,4,1825,663,552,293,163,79,36,39
305,8710000US3611239,"ZCTA5 11239, New York",968,16,4,4,3,5,0,0,0,952,344,262,163,103,51,22,7
306,8710000US3611351,"ZCTA5 11351, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,8710000US3611354,"ZCTA5 11354, New York",2762,540,117,143,110,91,43,18,18,2222,397,537,454,387,230,126,91
308,8710000US3611355,"ZCTA5 11355, New York",4051,538,81,139,108,83,66,21,40,3513,587,844,787,618,377,173,127
309,8710000US3611356,"ZCTA5 11356, New York",2362,685,58,114,139,147,112,66,49,1677,235,342,358,355,230,101,56
310,8710000US3611357,"ZCTA5 11357, New York",1321,741,109,185,172,169,66,23,17,580,111,132,136,115,54,17,15
311,8710000US3611358,"ZCTA5 11358, New York",1755,614,71,125,115,155,72,40,36,1141,192,276,216,205,140,69,43
312,8710000US3611359,"ZCTA5 11359, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,8710000US3611360,"ZCTA5 11360, New York",560,278,87,102,39,37,9,3,1,282,72,75,55,54,13,9,4
314,8710000US3611361,"ZCTA5 11361, New York",1116,487,70,120,109,88,53,27,20,629,135,176,143,85,47,28,15
315,8710000US3611362,"ZCTA5 11362, New York",435,293,67,74,63,54,25,6,4,142,34,35,31,21,12,3,6
316,8710000US3611363,"ZCTA5 11363, New York",194,102,23,22,22,24,9,1,1,92,19,26,24,11,9,2,1
317,8710000US3611364,"ZCTA5 11364, New York",1025,671,173,208,123,110,32,13,12,354,74,99,78,69,28,2,4
318,8710000US3611365,"ZCTA5 11365, New York",1957,527,84,127,101,109,59,21,26,1430,311,359,327,254,113,46,20
319,8710000US3611366,"ZCTA5 11366, New York",458,219,26,57,45,39,29,10,13,239,40,68,47,44,22,12,6
320,8710000US3611367,"ZCTA5 11367, New York",2285,763,173,252,167,97,44,18,12,1522,315,442,330,250,113,37,35
321,8710000US3611368,"ZCTA5 11368, New York",18969,2849,233,408,472,525,432,302,477,16120,1568,2283,2759,3012,2301,1610,2587
322,8710000US3611369,"ZCTA5 11369, New York",6298,2269,215,374,389,467,341,201,282,4029,422,723,794,800,554,309,427
323,8710000US3611370,"ZCTA5 11370, New York",3644,1135,125,233,223,190,175,87,102,2509,384,544,530,473,287,148,143
324,8710000US3611371,"ZCTA5 11371, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,8710000US3611372,"ZCTA5 11372, New York",11665,2380,621,687,446,299,171,59,97,9285,1482,2148,1910,1558,985,508,694
326,8710000US3611373,"ZCTA5 11373, New York",11890,1451,224,355,260,245,146,88,133,10439,1522,2122,2001,1846,1238,687,1023
327,8710000US3611374,"ZCTA5 11374, New York",2805,863,266,295,155,80,32,24,11,1942,600,582,326,247,103,50,34
328,8710000US3611375,"ZCTA5 11375, New York",3585,1424,521,499,215,119,43,15,12,2161,706,735,383,218,76,25,18
329,8710000US3611377,"ZCTA5 11377, New York",10142,1763,367,425,300,307,154,91,119,8379,1479,1933,1618,1364,896,483,606
330,8710000US3611378,"ZCTA5 11378, New York",2826,782,79,113,178,209,105,47,51,2044,323,459,460,398,241,100,63
331,8710000US3611379,"ZCTA5 11379, New York",1801,530,45,116,136,119,75,27,12,1271,280,351,259,229,94,35,23
332,8710000US3611385,"ZCTA5 11385, New York",12583,2117,169,328,427,508,326,172,187,10466,1545,2328,2295,2134,1217,497,450
333,8710000US3611411,"ZCTA5 11411, New York",274,219,29,55,50,34,27,12,12,55,13,7,16,6,2,5,6
334,8710000US3611412,"ZCTA5 11412, New York",527,316,42,59,52,61,51,20,31,211,43,40,43,39,22,11,13
335,8710000US3611413,"ZCTA5 11413, New York",673,449,51,106,89,79,67,34,23,224,36,39,53,39,30,14,13
336,8710000US3611414,"ZCTA5 11414, New York",1413,707,161,205,147,116,47,22,9,706,149,156,158,139,70,24,10
337,8710000US3611415,"ZCTA5 11415, New York",1757,440,142,139,72,40,20,14,13,1317,356,421,244,159,83,25,29
338,8710000US3611416,"ZCTA5 11416, New York",2976,953,65,122,173,221,178,93,101,2023,276,404,437,386,276,135,109
339,8710000US3611417,"ZCTA5 11417, New York",2916,1254,106,187,247,310,202,110,92,1662,283,355,374,325,191,75,59
340,8710000US3611418,"ZCTA5 11418, New York",4202,1318,131,227,213,273,198,116,160,2884,450,581,599,516,330,184,224
341,8710000US3611419,"ZCTA5 11419, New York",2467,1011,65,192,180,207,156,90,121,1456,179,262,281,301,222,102,109
342,8710000US3611420,"ZCTA5 11420, New York",2672,1409,106,263,271,300,232,122,115,1263,170,260,277,273,166,58,59
343,8710000US3611421,"ZCTA5 11421, New York",5796,2301,131,302,411,540,414,229,274,3495,438,730,785,679,425,214,224
344,8710000US3611422,"ZCTA5 11422, New York",727,468,47,101,106,101,59,24,30,259,39,61,48,54,27,19,11
345,8710000US3611423,"ZCTA5 11423, New York",1404,639,93,143,115,108,79,40,61,765,115,168,143,147,104,39,49
346,8710000US3611424,"ZCTA5 11424, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,8710000US3611425,"ZCTA5 11425, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,8710000US3611426,"ZCTA5 11426, New York",800,563,49,110,112,149,81,39,23,237,51,57,51,40,26,8,4
349,8710000US3611427,"ZCTA5 11427, New York",1205,617,61,149,135,132,77,32,31,588,137,151,116,98,52,26,8
350,8710000US3611428,"ZCTA5 11428, New York",1255,742,53,139,133,156,126,70,65,513,72,107,117,92,55,41,29
351,8710000US3611429,"ZCTA5 11429, New York",809,471,48,73,94,91,68,41,56,338,55,71,57,58,48,26,23
352,8710000US3611430,"ZCTA5 11430, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,8710000US3611432,"ZCTA5 11432, New York",4130,813,160,192,127,132,101,42,59,3317,561,635,590,644,398,230,259
354,8710000US3611433,"ZCTA5 11433, New York",1368,422,37,75,59,81,65,44,61,946,194,148,172,157,107,82,86
355,8710000US3611434,"ZCTA5 11434, New York",1287,595,80,102,112,113,90,43,55,692,165,149,119,117,72,39,31
356,8710000US3611435,"ZCTA5 11435, New York",5041,1128,222,265,183,201,107,64,86,3913,604,835,786,672,522,246,248
357,8710000US3611436,"ZCTA5 11436, New York",550,332,23,54,66,81,42,33,33,218,20,50,43,45,34,13,13
358,8710000US3611451,"ZCTA5 11451, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,8710000US3611501,"ZCTA5 11501, New York",905,319,41,67,57,69,42,23,20,586,77,135,127,130,57,29,31
360,8710000US3611507,"ZCTA5 11507, New York",104,83,4,17,16,21,18,3,4,21,1,1,8,0,8,1,2
361,8710000US3611509,"ZCTA5 11509, New York",33,23,5,6,3,6,1,0,2,10,4,2,2,1,0,0,1
362,8710000US3611510,"ZCTA5 11510, New York",1431,1039,64,164,175,257,158,102,119,392,57,72,62,79,56,34,32
363,8710000US3611514,"ZCTA5 11514, New York",144,67,4,15,19,13,8,3,5,77,14,19,21,7,8,4,4
364,8710000US3611516,"ZCTA5 11516, New York",195,49,6,8,7,15,9,2,2,146,16,33,27,25,22,10,13
365,8710000US3611518,"ZCTA5 11518, New York",245,140,29,36,23,25,19,5,3,105,20,19,26,24,9,5,2
366,8710000US3611520,"ZCTA5 11520, New York",4044,1792,125,237,233,325,242,194,436,2252,223,317,408,485,381,194,244
367,8710000US3611530,"ZCTA5 11530, New York",306,247,34,47,47,66,37,14,2,59,7,16,10,14,6,4,2
368,8710000US3611542,"ZCTA5 11542, New York",1894,480,37,85,79,104,68,53,54,1414,171,246,259,305,194,120,119
369,8710000US3611545,"ZCTA5 11545, New York",187,114,8,25,18,37,15,9,2,73,11,14,19,16,6,5,2
370,8710000US3611547,"ZCTA5 11547, New York",13,7,0,2,0,2,1,2,0,6,0,0,4,0,0,0,2
371,8710000US3611548,"ZCTA5 11548, New York",31,6,0,1,1,1,0,0,3,25,4,1,9,2,0,4,5
372,8710000US3611549,"ZCTA5 11549, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,8710000US3611550,"ZCTA5 11550, New York",4849,1607,76,116,162,193,236,206,618,3242,266,375,536,608,596,363,498
374,8710000US3611552,"ZCTA5 11552, New York",805,596,27,81,98,135,103,60,92,209,27,30,41,46,30,12,23
375,8710000US3611553,"ZCTA5 11553, New York",1720,1227,40,83,130,157,173,160,484,493,44,60,70,78,90,50,101
376,8710000US3611554,"ZCTA5 11554, New York",980,754,44,110,115,219,113,64,89,226,29,47,44,45,27,15,19
377,8710000US3611556,"ZCTA5 11556, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,8710000US3611557,"ZCTA5 11557, New York",170,85,7,22,18,17,11,4,6,85,11,19,14,16,17,6,2
379,8710000US3611558,"ZCTA5 11558, New York",428,204,9,37,40,50,27,17,24,224,34,43,47,51,31,11,7
380,8710000US3611559,"ZCTA5 11559, New York",177,55,6,11,5,13,7,7,6,122,11,20,25,24,20,7,15
381,8710000US3611560,"ZCTA5 11560, New York",170,71,3,18,11,18,8,3,10,99,9,9,28,19,16,11,7
382,8710000US3611561,"ZCTA5 11561, New York",1448,517,98,123,89,94,49,29,35,931,236,206,174,145,79,41,50
383,8710000US3611563,"ZCTA5 11563, New York",771,408,34,80,76,101,61,34,22,363,60,86,85,73,38,8,13
384,8710000US3611565,"ZCTA5 11565, New York",192,152,9,31,33,42,23,8,6,40,8,7,7,5,8,5,0
385,8710000US3611566,"ZCTA5 11566, New York",502,427,25,86,72,123,69,36,16,75,10,13,15,16,13,7,1
386,8710000US3611568,"ZCTA5 11568, New York",23,10,1,4,1,1,2,1,0,13,5,2,0,2,1,1,2
387,8710000US3611569,"ZCTA5 11569, New York",13,11,3,1,4,1,1,0,1,2,1,1,0,0,0,0,0
388,8710000US3611570,"ZCTA5 11570, New York",738,277,31,58,53,60,31,22,22,461,105,101,98,83,42,16,16
389,8710000US3611572,"ZCTA5 11572, New York",692,439,25,76,89,114,70,31,34,253,29,43,67,62,29,14,9
390,8710000US3611575,"ZCTA5 11575, New York",913,531,26,41,52,60,65,61,226,382,21,31,51,72,41,51,115
391,8710000US3611576,"ZCTA5 11576, New York",160,84,12,26,13,18,8,3,4,76,8,14,14,12,13,4,11
392,8710000US3611577,"ZCTA5 11577, New York",197,122,15,27,22,28,13,8,9,75,18,11,14,15,4,6,7
393,8710000US3611579,"ZCTA5 11579, New York",103,54,7,14,8,12,12,1,0,49,10,17,12,3,3,4,0
394,8710000US3611580,"ZCTA5 11580, New York",2075,1561,95,212,291,386,275,139,163,514,63,105,118,104,67,27,30
395,8710000US3611581,"ZCTA5 11581, New York",724,534,23,77,104,166,79,52,33,190,37,35,44,44,17,9,4
396,8710000US3611590,"ZCTA5 11590, New York",2450,1340,74,150,122,240,195,142,417,1110,87,113,117,159,156,113,365
397,8710000US3611596,"ZCTA5 11596, New York",153,85,7,9,16,28,16,5,4,68,14,25,16,8,4,0,1
398,8710000US3611598,"ZCTA5 11598, New York",167,65,9,14,8,16,10,6,2,102,11,11,24,24,19,9,4
399,8710000US3611691,"ZCTA5 11691, New York",4429,521,56,103,102,97,81,40,42,3908,837,768,695,686,460,241,221
400,8710000US3611692,"ZCTA5 11692, New York",1235,287,40,71,65,53,35,10,13,948,163,217,223,157,96,52,40
401,8710000US3611693,"ZCTA5 11693, New York",718,224,55,62,34,52,11,8,2,494,102,118,108,78,49,21,18
402,8710000US3611694,"ZCTA5 11694, New York",784,179,30,47,46,27,21,6,2,605,184,118,137,70,69,16,11
403,8710000US3611697,"ZCTA5 11697, New York",25,23,3,5,6,6,3,0,0,2,0,1,0,0,0,1,0
404,8710000US3611701,"ZCTA5 11701, New York",1226,727,74,94,94,105,98,66,196,499,60,83,73,86,73,46,78
405,8710000US3611702,"ZCTA5 11702, New York",286,151,15,29,36,32,21,10,8,135,27,45,30,20,7,5,1
406,8710000US3611703,"ZCTA5 11703, New York",499,384,29,55,76,89,76,29,30,115,27,28,22,19,12,3,4
407,8710000US3611704,"ZCTA5 11704, New York",1169,767,45,113,123,162,122,89,113,402,69,94,76,62,46,28,27
408,8710000US3611705,"ZCTA5 11705, New York",112,55,5,13,9,11,15,2,0,57,11,19,12,9,5,1,0
409,8710000US3611706,"ZCTA5 11706, New York",5241,3176,166,355,430,598,500,394,733,2065,330,388,352,361,295,158,181
410,8710000US3611709,"ZCTA5 11709, New York",105,41,8,10,10,5,4,2,2,64,9,17,8,11,9,6,4
411,8710000US3611710,"ZCTA5 11710, New York",597,449,36,87,103,99,75,26,23,148,28,45,30,23,11,2,9
412,8710000US3611713,"ZCTA5 11713, New York",463,271,17,37,40,54,46,31,46,192,16,30,30,46,24,25,21
413,8710000US3611714,"ZCTA5 11714, New York",392,289,24,51,56,77,35,23,23,103,12,25,19,18,14,7,8
414,8710000US3611715,"ZCTA5 11715, New York",46,38,1,13,6,8,7,2,1,8,0,3,2,0,0,1,2
415,8710000US3611716,"ZCTA5 11716, New York",176,98,6,16,13,31,19,10,3,78,16,33,11,8,5,2,3
416,8710000US3611717,"ZCTA5 11717, New York",8164,5298,162,399,636,855,824,679,1743,2866,380,376,484,561,409,249,407
417,8710000US3611718,"ZCTA5 11718, New York",39,33,1,10,9,6,3,3,1,6,1,0,3,2,0,0,0
418,8710000US3611719,"ZCTA5 11719, New York",51,38,2,7,11,8,5,2,3,13,1,8,1,3,0,0,0
419,8710000US3611720,"ZCTA5 11720, New York",724,567,28,88,101,139,92,51,68,157,19,26,26,31,22,11,22
420,8710000US3611721,"ZCTA5 11721, New York",54,48,3,22,11,8,3,0,1,6,1,2,1,1,1,0,0
421,8710000US3611722,"ZCTA5 11722, New York",3652,2363,109,250,278,394,340,258,734,1289,214,168,185,232,183,103,204
422,8710000US3611724,"ZCTA5 11724, New York",27,23,0,3,8,7,2,2,1,4,1,1,1,0,1,0,0
423,8710000US3611725,"ZCTA5 11725, New York",339,279,20,62,58,69,40,18,12,60,9,9,14,17,6,0,5
424,8710000US3611726,"ZCTA5 11726, New York",1513,820,25,80,95,134,123,91,272,693,60,112,125,141,115,53,87
425,8710000US3611727,"ZCTA5 11727, New York",1138,612,61,130,92,136,94,44,55,526,88,148,115,93,39,17,26
426,8710000US3611729,"ZCTA5 11729, New York",848,613,36,112,121,144,108,42,50,235,52,52,45,39,19,12,16
427,8710000US3611730,"ZCTA5 11730, New York",221,151,14,28,29,41,22,9,8,70,23,17,17,6,2,3,2
428,8710000US3611731,"ZCTA5 11731, New York",419,276,17,52,50,89,39,17,12,143,26,28,21,27,20,7,14
