,GEO_ID,NAME,H016D001,H016D002,H016D003,H016D004,H016D005,H016D006,H016D007,H016D008,H016D009,H016D010,H016D011,H016D012,H016D013,H016D014,H016D017,H016D015,H016D016
0,id,Geographic Area Name,Total,Total!!Owner occupied,Total!!Owner occupied!!1-person household,Total!!Owner occupied!!2-person household,Total!!Owner occupied!!3-person household,Total!!Owner occupied!!4-person household,Total!!Owner occupied!!5-person household,Total!!Owner occupied!!6-person household,Total!!Owner occupied!!7-or-more-person household,Total!!Renter occupied,Total!!Renter occupied!!1-person household,Total!!Renter occupied!!2-person household,Total!!Renter occupied!!3-person household,Total!!Renter occupied!!4-person household,Total!!Renter occupied!!7-or-more-person household,Total!!Renter occupied!!5-person household,Total!!Renter occupied!!6-person household
181,8710000US3610707,"ZCTA5 10707, New York",220,117,17,28,32,22,11,2,5,103,19,16,29,33,2,3,1
182,8710000US3610708,"ZCTA5 10708, New York",311,219,57,59,43,42,10,4,4,92,22,28,19,17,0,4,2
183,8710000US3610709,"ZCTA5 10709, New York",197,85,11,20,25,20,7,0,2,112,9,27,27,41,1,6,1
184,8710000US3610710,"ZCTA5 10710, New York",977,604,67,120,138,149,77,25,28,373,24,78,104,106,8,41,12
185,8710000US3610801,"ZCTA5 10801, New York",584,224,36,50,43,46,26,14,9,360,104,121,66,42,2,13,12
186,8710000US3610803,"ZCTA5 10803, New York",201,144,10,35,25,44,17,9,4,57,13,6,15,17,0,3,3
187,8710000US3610804,"ZCTA5 10804, New York",161,151,12,34,25,54,13,5,8,10,1,6,1,1,0,1,0
188,8710000US3610805,"ZCTA5 10805, New York",280,127,29,39,23,23,7,3,3,153,42,44,26,25,1,9,6
189,8710000US3610901,"ZCTA5 10901, New York",333,246,29,43,56,57,29,21,11,87,28,27,16,15,0,1,0
190,8710000US3610910,"ZCTA5 10910, New York",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
191,8710000US3610911,"ZCTA5 10911, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,8710000US3610913,"ZCTA5 10913, New York",117,105,6,33,26,23,13,3,1,12,0,2,2,7,0,1,0
193,8710000US3610914,"ZCTA5 10914, New York",2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
194,8710000US3610915,"ZCTA5 10915, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,8710000US3610916,"ZCTA5 10916, New York",17,16,1,4,3,3,3,2,0,1,1,0,0,0,0,0,0
196,8710000US3610917,"ZCTA5 10917, New York",26,17,0,1,4,5,3,2,2,9,1,2,2,2,0,0,2
197,8710000US3610918,"ZCTA5 10918, New York",121,98,11,21,20,21,14,7,4,23,1,10,5,7,0,0,0
198,8710000US3610919,"ZCTA5 10919, New York",8,7,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0
199,8710000US3610920,"ZCTA5 10920, New York",307,271,9,55,68,80,36,15,8,36,5,10,6,11,1,2,1
200,8710000US3610921,"ZCTA5 10921, New York",19,14,1,1,4,3,0,4,1,5,2,0,2,0,0,1,0
201,8710000US3610922,"ZCTA5 10922, New York",7,5,0,1,2,2,0,0,0,2,0,1,1,0,0,0,0
202,8710000US3610923,"ZCTA5 10923, New York",101,60,6,18,10,8,8,7,3,41,6,14,10,4,1,5,1
203,8710000US3610924,"ZCTA5 10924, New York",106,86,6,30,10,25,11,4,0,20,5,9,1,2,0,2,1
204,8710000US3610925,"ZCTA5 10925, New York",27,23,3,7,5,4,1,1,2,4,0,2,0,1,0,1,0
205,8710000US3610926,"ZCTA5 10926, New York",84,64,3,14,13,17,7,9,1,20,5,2,5,6,0,2,0
206,8710000US3610927,"ZCTA5 10927, New York",87,59,8,17,10,15,5,1,3,28,4,8,9,2,1,3,1
207,8710000US3610928,"ZCTA5 10928, New York",30,14,2,2,7,3,0,0,0,16,11,1,3,0,0,1,0
